time,step-size,{controller}.c.acceleration,{controller}.c.steer_angle_vel,{model}.m.steer_angle,{model}.m.velocity,{model}.m.x,{model}.m.y,{rabbitmq}.r.angle,{rabbitmq}.r.distance
14.989999999999725,0.01,-0.4866907479050664,0.0027203027444168927,-0.012972007630426939,2.9775996763103243,-14.79038115400539,4.608781637402316,-0.040724349213201005,4.639775323867798
14.999999999999725,0.01,-0.48742271510321133,0.009564627874342034,-0.01294480460298277,2.9727327688312735,-14.788396659651259,4.579071844986435,-0.040724349213201005,4.602646589279175
15.009999999999724,0.01,-0.49489861630059506,0.009442214250843276,-0.01284915832423935,2.967858541680241,-14.786441434240489,4.549408886518315,-0.040724349213201005,4.572788696289063
15.019999999999724,0.01,-0.5003342900472072,0.009011805996497885,-0.012754736181730918,2.962909555517235,-14.784515910207109,4.5197928302390045,-0.040724349213201005,4.5526701354980466
15.029999999999724,0.01,-0.502998095370888,0.00858690635520994,-0.012664618121765938,2.9579062126167632,-14.78262043212692,4.4902244270649225,-0.03490658503988664,4.521758546829224
15.039999999999724,0.01,-0.5086513344578751,0.015154147437164478,-0.012578749058213838,2.9528762316630544,-14.78075529661489,4.460704227441861,-0.03490658503988664,4.499332485198974
15.049999999999724,0.01,-0.5119126431421198,0.01476773665118003,-0.012427207583842194,2.9477897183184756,-14.77892075037968,4.431232508047449,-0.03490658503988664,4.461587619781494
15.059999999999723,0.01,-0.519429297452267,0.014085800016507631,-0.012279530217330394,2.9426705918870546,-14.777117024674506,4.401809846782314,-0.02908882086657205,4.444234266281128
15.069999999999723,0.01,-0.521216760573517,0.020394024219001747,-0.012138672217165317,2.937476298912532,-14.775344212456835,4.37243659095194,-0.02908882086657205,4.41138726234436
15.079999999999723,0.01,-0.5272973458910981,0.0197601632182589,-0.011934731974975299,2.9322641313067965,-14.77360240510881,4.343113514581449,-0.02327105669325769,4.386178092956543
15.089999999999723,0.01,-0.5312286127562458,0.02581520448020077,-0.01173713034279271,2.9269911578478855,-14.77189163542691,4.313840821492662,-0.02327105669325769,4.3604944133758545
15.099999999999723,0.01,-0.535256258963492,0.024925997135379116,-0.011478978297990702,2.921678871720323,-14.770211845293847,4.284619150956554,-0.02327105669325769,4.327229137420654
15.109999999999722,0.01,-0.5413831645544104,0.023764312933770085,-0.011229718326636912,2.916326309130688,-14.768562944749105,4.255448928640993,-0.01745329251994332,4.303517541885376
15.119999999999722,0.01,-0.5448108737505074,0.02961541541447498,-0.01099207519729921,2.9109124774851436,-14.766944736539097,4.226330595647467,-0.01745329251994332,4.2717882251739505
15.129999999999722,0.01,-0.55044678344238,0.028546021332455325,-0.01069592104315446,2.9054643687476385,-14.765357021727262,4.197264802920722,-0.01745329251994332,4.2508095932006835
15.139999999999722,0.01,-0.5530519351523917,0.027213327638803946,-0.010410460829829906,2.8999599009132146,-14.763799573737105,4.168251932060288,-0.01745329251994332,4.2193317794799805
15.149999999999721,0.01,-0.5585630422935342,0.025928756678843454,-0.010138327553441866,2.894429381561691,-14.762272072114552,4.139292590191324,-0.011635528346628732,4.198301467895508
15.159999999999721,0.01,-0.5611332179262721,0.031676929286894494,-0.009879039986653432,2.8888437511387557,-14.760774170704323,4.110387081445585,-0.011635528346628732,4.165143175125122
15.169999999999721,0.01,-0.5670661616482192,0.03051013523634654,-0.009562270693784488,2.883232418959493,-14.759305528332588,4.081535999811904,-0.011635528346628732,4.1376668643951415
15.17999999999972,0.01,-0.5713927293450561,0.02908467341843629,-0.009257169341421023,2.8775617573430106,-14.75786577696855,4.052739645282491,0.0,4.116017284393311
15.18999999999972,0.01,-0.5740522147756792,0.0416572620363946,-0.008966322607236659,2.87184783004956,-14.75645446176856,4.023998657892728,-0.005817764173314366,4.089325904846191
15.19999999999972,0.01,-0.5780974446728024,0.03337567938076801,-0.008549749986872713,2.866107307901803,-14.755071113660353,3.99531351637473,0.0,4.0704243373870845
15.20999999999972,0.01,-0.5799455702726982,0.03847387494092721,-0.008215993193065032,2.8603263334550753,-14.753715250804321,3.9666845320064983,0.0,4.033041782379151
15.21999999999972,0.01,-0.586944101006883,0.03697196936879264,-0.00783125444365576,2.8545268777523485,-14.752386211656171,3.9381121619905484,0.0,4.008677320480347
15.22999999999972,0.01,-0.5902864769169119,0.03524064499645092,-0.007461534749967834,2.8486574367422794,-14.751083422021402,3.9095966379948615,0.0,3.97863489151001
15.23999999999972,0.01,-0.5951766924225649,0.033576906374855255,-0.007109128300003325,2.8427545719731104,-14.74980624217032,3.8811387088569447,0.005817764173314366,3.9599287557601928
15.24999999999972,0.01,-0.5968726915710122,0.03896384970181191,-0.006773359236254772,2.836802805048885,-14.748554019541107,3.8527387564954654,0.005817764173314366,3.9265920448303224
15.25999999999972,0.01,-0.6026359104768406,0.03745288891494343,-0.0063837207392366535,2.830834078133175,-14.747326111662849,3.824397315852551,0.011635528346628954,3.9105546617507936
15.269999999999719,0.01,-0.6035451415896826,0.04267228803015911,-0.006009191850087219,2.8248077190284064,-14.746121863815663,3.796114601256626,0.005817764173314366,3.87705002784729
15.279999999999719,0.01,-0.6093106236198027,0.03401413567718944,-0.005582468969785628,2.8187722676125095,-14.7449405479532,3.7678912357985284,0.011635528346628954,3.8513311910629273
15.289999999999718,0.01,-0.612890627069886,0.0390666550676295,-0.005242327613013733,2.8126791613763116,-14.74378142348968,3.739727355736573,0.011635528346628954,3.8207648324966432
15.299999999999718,0.01,-0.6177933437267268,0.03753601896215597,-0.004851661062337438,2.8065502551056127,-14.742643687525964,3.711623584399599,0.01745329251994332,3.803343720436096
